CSV Split Summary
=================

Date: 28-Jun-2026 23:44:38
Input file: data/legacy/original_csv/RUSS_24_VALID.CSV
Output directory: data/legacy/surveys/pending

Total surveys: 12578
Total rows: 11651703
Average rows per survey: 926
Time elapsed: 341.3 minutes

Survey file row counts:
-----------------------
f006093: 2050 rows
f006095: 547 rows
f006100: 2236 rows
f006101: 2227 rows
f006102: 1698 rows
f006104: 2162 rows
f006112: 2249 rows
f006116: 1568 rows
f006117: 2498 rows
f006125: 1910 rows
f006126: 1996 rows
f006138: 1018 rows
f007024: 2385 rows
f007027: 832 rows
f007038: 2204 rows
f007041: 2316 rows
f007042: 3180 rows
f007052: 2826 rows
f007053: 3678 rows
f007056: 3502 rows
f007058: 4147 rows
f007060: 3862 rows
f007062: 2947 rows
f007068: 3609 rows
f007071: 4859 rows
f007080: 4815 rows
f007082: 3885 rows
f007083: 4399 rows
f007085: 2414 rows
f007090: 4514 rows
f007091: 4264 rows
f007097: 4456 rows
f007101: 4661 rows
f007111: 2434 rows
f007112: 3676 rows
f007115: 3870 rows
f007116: 3949 rows
f007123: 1595 rows
f007125: 3676 rows
f007127: 3121 rows
f007129: 2088 rows
f007133: 2345 rows
f007134: 2358 rows
f008005: 389 rows
f008012: 628 rows
f008017: 432 rows
f008026: 525 rows
f008034: 550 rows
f008052: 197 rows
f008055: 492 rows
f008056: 289 rows
f008060: 339 rows
f008066: 764 rows
f008071: 822 rows
f008074: 951 rows
f008078: 667 rows
f008084: 847 rows
f008087: 347 rows
f008099: 478 rows
f008100: 586 rows
f008101: 656 rows
f008102: 263 rows
f008105: 397 rows
f008106: 904 rows
f008107: 893 rows
f008110: 1050 rows
f008112: 974 rows
f008114: 527 rows
f008122: 870 rows
f008127: 558 rows
f008136: 602 rows
f009023: 624 rows
f009026: 494 rows
f009030: 488 rows
f009033: 546 rows
f009041: 395 rows
f009042: 574 rows
f009047: 572 rows
f009056: 733 rows
f009069: 803 rows
f009073: 376 rows
f009074: 948 rows
f009076: 963 rows
f009085: 689 rows
f009099: 461 rows
f009100: 922 rows
f009104: 987 rows
f009107: 861 rows
f009108: 399 rows
f009128: 629 rows
f009131: 548 rows
f009132: 437 rows
f009140: 371 rows
f009145: 844 rows
f010013: 514 rows
f010016: 1248 rows
f010021: 1236 rows
f010028: 661 rows
f010033: 1737 rows
f010044: 1932 rows
f010052: 574 rows
f010053: 1364 rows
f010059: 1686 rows
f010061: 2120 rows
f010066: 2085 rows
f010067: 1523 rows
f010069: 1464 rows
f010071: 2143 rows
f010078: 1818 rows
f010079: 1465 rows
f010080: 2386 rows
f010084: 1601 rows
f010087: 1881 rows
f010092: 1839 rows
f010093: 1163 rows
f010095: 2557 rows
f010098: 572 rows
f010102: 2847 rows
f010103: 2372 rows
f010108: 1881 rows
f010110: 1637 rows
f010111: 2533 rows
f010121: 1252 rows
f010124: 1468 rows
f010125: 1388 rows
f010131: 1229 rows
f011017: 1253 rows
f011022: 3098 rows
f011028: 3544 rows
f011029: 2163 rows
f011038: 2786 rows
f011041: 1024 rows
f011042: 2166 rows
f011048: 4392 rows
f011055: 3015 rows
f011063: 2656 rows
f011067: 3691 rows
f011072: 2858 rows
f011074: 2945 rows
f011076: 4302 rows
f011079: 3306 rows
f011082: 4386 rows
f011084: 233 rows
f011089: 5164 rows
f011090: 1828 rows
f011109: 4466 rows
f011112: 5531 rows
f011114: 2875 rows
f011115: 4447 rows
f011119: 3069 rows
f011120: 2045 rows
f011122: 3031 rows
f011123: 4384 rows
f011133: 2285 rows
f011145: 1832 rows
f012007: 3580 rows
f012016: 3118 rows
f012023: 2362 rows
f012026: 3450 rows
f012033: 1631 rows
f012036: 3525 rows
f012040: 910 rows
f012046: 4161 rows
f012047: 2807 rows
f012058: 3239 rows
f012060: 1522 rows
f012064: 2335 rows
f012077: 1681 rows
f012079: 1037 rows
f012080: 1770 rows
f012083: 2251 rows
f012088: 801 rows
f012092: 1829 rows
f012095: 2595 rows
f012097: 2887 rows
f012104: 5540 rows
f012108: 3720 rows
f012110: 2931 rows
f012117: 2939 rows
f012121: 2470 rows
f012124: 2583 rows
f012342: 2727 rows
f012348: 1594 rows
f013006: 300 rows
f013011: 1470 rows
f013012: 210 rows
f013015: 1042 rows
f013028: 1722 rows
f013036: 1786 rows
f013044: 2948 rows
f013046: 249 rows
f013050: 2707 rows
f013054: 2672 rows
f013070: 2765 rows
f013072: 3502 rows
f013077: 5166 rows
f013080: 2767 rows
f013086: 3040 rows
f013088: 1965 rows
f013089: 2900 rows
f013094: 3217 rows
f013098: 3686 rows
f013100: 4166 rows
f013105: 4178 rows
f013107: 4985 rows
f013108: 3244 rows
f013111: 3950 rows
f013116: 4877 rows
f013117: 3002 rows
f013119: 5039 rows
f013121: 4514 rows
f013125: 2535 rows
f013127: 213 rows
f014005: 2848 rows
f014010: 2677 rows
f014016: 1101 rows
f014017: 3336 rows
f014032: 2654 rows
f014035: 2038 rows
f014039: 3076 rows
f014043: 3413 rows
f014051: 3800 rows
f014054: 3507 rows
f014060: 3428 rows
f014063: 3667 rows
f014064: 1676 rows
f014076: 1147 rows
f014077: 3291 rows
f014082: 4458 rows
f014084: 3980 rows
f014092: 4029 rows
f014093: 940 rows
f014094: 5204 rows
f014096: 4794 rows
f014097: 1257 rows
f014099: 4064 rows
f014102: 5087 rows
f014108: 3080 rows
f014111: 3524 rows
f014115: 2942 rows
f014122: 2558 rows
f014123: 2152 rows
f014126: 2324 rows
f014128: 2385 rows
f014346: 2314 rows
f014356: 2983 rows
f014364: 2449 rows
f015011: 3012 rows
f015017: 2600 rows
f015021: 1988 rows
f015023: 3252 rows
f015035: 1950 rows
f015043: 3330 rows
f015049: 2960 rows
f015055: 2943 rows
f015058: 521 rows
f015059: 3629 rows
f015060: 1663 rows
f015062: 3039 rows
f015065: 2666 rows
f015079: 2604 rows
f015084: 4957 rows
f015090: 2489 rows
f015096: 3713 rows
f015102: 3358 rows
f015103: 1174 rows
f015122: 1450 rows
f023018: 1636 rows
f023088: 1727 rows
f023093: 1808 rows
f023108: 331 rows
f023132: 306 rows
f100003: 317 rows
f100008: 187 rows
f100011: 303 rows
f100012: 34 rows
f100013: 246 rows
f100016: 169 rows
f100017: 85 rows
f100022: 52 rows
f100027: 90 rows
f100032: 101 rows
f100033: 73 rows
f100034: 97 rows
f100035: 127 rows
f100042: 127 rows
f100043: 218 rows
f100044: 254 rows
f100047: 490 rows
f100056: 281 rows
f100057: 272 rows
f100061: 320 rows
f100066: 332 rows
f100075: 153 rows
f100356: 135 rows
f100362: 195 rows
f101003: 87 rows
f101005: 110 rows
f101010: 79 rows
f101011: 205 rows
f101016: 257 rows
f101017: 253 rows
f101024: 161 rows
f101026: 167 rows
f101029: 178 rows
f101034: 69 rows
f101036: 131 rows
f101037: 214 rows
f101039: 44 rows
f101046: 214 rows
f101051: 221 rows
f101057: 61 rows
f101067: 173 rows
f101068: 159 rows
f101073: 260 rows
f101076: 115 rows
f101081: 134 rows
f101351: 94 rows
f101353: 94 rows
f102005: 120 rows
f102008: 139 rows
f102009: 179 rows
f102010: 166 rows
f102015: 22 rows
f102017: 267 rows
f102018: 121 rows
f102019: 134 rows
f102022: 180 rows
f102028: 188 rows
f102029: 84 rows
f102030: 367 rows
f102040: 147 rows
f102043: 125 rows
f102044: 35 rows
f102048: 66 rows
f102050: 71 rows
f102056: 1687 rows
f102057: 106 rows
f102059: 1032 rows
f102064: 17 rows
f102065: 126 rows
f102066: 1302 rows
f102067: 154 rows
f102073: 171 rows
f102074: 147 rows
f102337: 94 rows
f102338: 37 rows
f102339: 70 rows
f102342: 17 rows
f102343: 73 rows
f102347: 91 rows
f102350: 82 rows
f102351: 96 rows
f102352: 102 rows
f102353: 59 rows
f102354: 48 rows
f102357: 83 rows
f102358: 114 rows
f102361: 52 rows
f102362: 114 rows
f102363: 59 rows
f102364: 111 rows
f102365: 1369 rows
f102366: 1033 rows
f103002: 1179 rows
f103005: 2339 rows
f103006: 1853 rows
f103009: 879 rows
f103011: 1863 rows
f103013: 1466 rows
f103014: 1364 rows
f103016: 1947 rows
f103018: 2000 rows
f103020: 766 rows
f103021: 1209 rows
f103022: 1113 rows
f103025: 1947 rows
f103026: 1636 rows
f103338: 1231 rows
f103341: 89 rows
f103342: 1215 rows
f103343: 1224 rows
f103346: 1231 rows
f103347: 1172 rows
f103349: 992 rows
f103350: 1341 rows
f103352: 761 rows
f103353: 571 rows
f103355: 1447 rows
f103356: 1265 rows
f103357: 1262 rows
f103358: 1285 rows
f103359: 1223 rows
f103360: 1267 rows
f103361: 1255 rows
f103362: 1316 rows
f103363: 1298 rows
f103364: 1319 rows
f103365: 1305 rows
f104001: 1347 rows
f104003: 1462 rows
f104004: 1767 rows
f104005: 1265 rows
f104008: 396 rows
f104009: 432 rows
f104012: 758 rows
f104013: 399 rows
f104014: 784 rows
f104016: 597 rows
f104017: 440 rows
f104019: 395 rows
f104020: 189 rows
f104021: 731 rows
f104022: 503 rows
f104024: 496 rows
f104025: 684 rows
f104029: 628 rows
f104030: 454 rows
f104031: 393 rows
f104034: 516 rows
f104035: 469 rows
f104036: 423 rows
f104039: 422 rows
f104040: 433 rows
f104041: 508 rows
f104047: 461 rows
f104051: 545 rows
f104052: 438 rows
f104053: 627 rows
f104054: 746 rows
f104060: 515 rows
f104061: 827 rows
f104062: 839 rows
f104063: 833 rows
f104064: 584 rows
f104065: 516 rows
f104066: 379 rows
f104067: 469 rows
f104069: 787 rows
f104071: 464 rows
f104072: 654 rows
f104073: 461 rows
f104075: 432 rows
f104078: 470 rows
f104079: 525 rows
f104080: 305 rows
f104081: 463 rows
f104084: 263 rows
f104086: 509 rows
f104087: 394 rows
f104088: 445 rows
f104090: 424 rows
f104091: 437 rows
f104239: 845 rows
f104336: 279 rows
f104337: 397 rows
f104338: 392 rows
f104339: 419 rows
f104340: 387 rows
f104341: 420 rows
f104342: 393 rows
f104343: 485 rows
f104344: 400 rows
f104347: 418 rows
f104352: 394 rows
f104353: 399 rows
f104354: 411 rows
f104356: 538 rows
f104357: 537 rows
f104359: 335 rows
f104362: 390 rows
f104363: 385 rows
f104364: 503 rows
f104365: 510 rows
f104366: 615 rows
f105001: 606 rows
f105002a: 446 rows
f105002b: 33 rows
f105003a: 704 rows
f105003b: 49 rows
f105004: 491 rows
f105005a: 461 rows
f105005b: 46 rows
f105006: 460 rows
f105007a: 373 rows
f105007b: 38 rows
f105008: 439 rows
f105009: 498 rows
f105010: 146 rows
f105011a: 421 rows
f105011b: 49 rows
f105012a: 402 rows
f105012b: 35 rows
f105013: 25 rows
f105019a: 434 rows
f105019b: 44 rows
f105020a: 437 rows
f105020b: 45 rows
f105021a: 427 rows
f105021b: 37 rows
f105024: 445 rows
f105025a: 406 rows
f105025b: 61 rows
f105026a: 391 rows
f105026b: 60 rows
f105027a: 32 rows
f105027b: 54 rows
f105030: 43 rows
f105031: 684 rows
f105037: 459 rows
f105038: 214 rows
f105039: 652 rows
f105040: 795 rows
f105043: 605 rows
f105044: 874 rows
f105045: 699 rows
f105046: 575 rows
f105047: 576 rows
f105048: 459 rows
f105049: 181 rows
f105050a: 367 rows
f105050b: 795 rows
f105051: 831 rows
f105052: 556 rows
f105053: 128 rows
f105054a: 298 rows
f105054b: 535 rows
f105055a: 364 rows
f105055b: 576 rows
f105059a: 312 rows
f105059b: 439 rows
f105061a: 401 rows
f105061b: 456 rows
f105062a: 432 rows
f105062b: 621 rows
f105063a: 390 rows
f105063b: 533 rows
f105064: 467 rows
f105065: 442 rows
f105066a: 605 rows
f105066b: 458 rows
f105068a: 310 rows
f105068b: 1122 rows
f105069a: 403 rows
f105069b: 952 rows
f105070a: 248 rows
f105070b: 1362 rows
f105072: 331 rows
f105073a: 378 rows
f105073b: 493 rows
f105078a: 498 rows
f105078b: 614 rows
f105079a: 408 rows
f105079b: 528 rows
f105080a: 398 rows
f105080b: 546 rows
f105083: 469 rows
f105086: 382 rows
f105088a: 236 rows
f105088b: 511 rows
f105089a: 424 rows
f105089b: 815 rows
f105090a: 385 rows
f105090b: 510 rows
f105335A: 556 rows
f105337A: 760 rows
f105338A: 464 rows
f105339A: 525 rows
f105344A: 391 rows
f105345A: 385 rows
f105346A: 655 rows
f105347A: 396 rows
f105349A: 247 rows
f105354A: 686 rows
f105355A: 113 rows
f105356A: 379 rows
f105357A: 491 rows
f105358A: 382 rows
f105361A: 418 rows
f105362A: 411 rows
f105364A: 420 rows
f105365A: 417 rows
f106003A: 385 rows
f106004A: 386 rows
f106005A: 402 rows
f106007A: 245 rows
f106008A: 810 rows
f106009A: 763 rows
f106010A: 452 rows
f106011A: 595 rows
f106012A: 497 rows
f106013A: 388 rows
f106016A: 715 rows
f106017A: 188 rows
f106019A: 688 rows
f106020A: 632 rows
f106021A: 47 rows
f106022A: 609 rows
f106023A: 378 rows
f106024A: 380 rows
f106025B: 448 rows
f106028A: 464 rows
f106028B: 789 rows
f106029A: 382 rows
f106031A: 362 rows
f106032A: 424 rows
f106032B: 760 rows
f106033A: 382 rows
f106033B: 495 rows
f106037A: 394 rows
f106037B: 670 rows
f106039A: 380 rows
f106039B: 509 rows
f106040A: 305 rows
f106040B: 516 rows
f106041A: 424 rows
f106044A: 485 rows
f106045A: 701 rows
f106045B: 690 rows
f106046A: 556 rows
f106047A: 610 rows
f106047B: 287 rows
f106048A: 717 rows
f106048B: 654 rows
f106049A: 840 rows
f106052A: 425 rows
f106052B: 368 rows
f106053A: 507 rows
f106053B: 531 rows
f106058A: 606 rows
f106058B: 477 rows
f106059A: 500 rows
f106059B: 531 rows
f106060A: 422 rows
f106060B: 573 rows
f106061A: 472 rows
f106062A: 414 rows
f106064A: 418 rows
f106065A: 396 rows
f106065B: 573 rows
f106067A: 393 rows
f106067B: 573 rows
f106068A: 424 rows
f106069A: 400 rows
f106069B: 484 rows
f106070A: 417 rows
f106071A: 520 rows
f106072A: 405 rows
f106072B: 539 rows
f106073A: 337 rows
f106073B: 492 rows
f106075A: 478 rows
f106075B: 515 rows
f106076A: 388 rows
f106078A: 448 rows
f106079A: 383 rows
f106079B: 495 rows
f106081B: 245 rows
f106085A: 368 rows
f106085B: 483 rows
f106086A: 372 rows
f106086B: 521 rows
f106087A: 361 rows
f106087B: 527 rows
f106088A: 460 rows
f106088B: 600 rows
f106089A: 364 rows
f106090A: 246 rows
f106336: 295 rows
f106339: 424 rows
f106340: 406 rows
f106341: 405 rows
f106345: 391 rows
f106350: 639 rows
f106351: 661 rows
f106352: 395 rows
f106353: 530 rows
f106357: 422 rows
f106358: 454 rows
f106361: 342 rows
f106362: 480 rows
f106363: 383 rows
f107004: 416 rows
f107005: 552 rows
f107006: 625 rows
f107007: 440 rows
f107009: 640 rows
f107010: 404 rows
f107011: 688 rows
f107012: 507 rows
f107013: 338 rows
f107014: 444 rows
f107015: 627 rows
f107016: 604 rows
f107019: 613 rows
f107020: 392 rows
f107021: 384 rows
f107023: 454 rows
f107024: 449 rows
f107027: 542 rows
f107030: 471 rows
f107031: 338 rows
f107033: 386 rows
f107034: 266 rows
f107037: 486 rows
f107038: 545 rows
f107039: 693 rows
f107040: 485 rows
f107041: 467 rows
f107042: 393 rows
f107043: 425 rows
f107044: 360 rows
f107045: 38 rows
f107046: 677 rows
f107048: 575 rows
f107050: 429 rows
f107051: 552 rows
f107052: 399 rows
f107053: 478 rows
f107055: 463 rows
f107057: 413 rows
f107058: 593 rows
f107059: 647 rows
f107062: 315 rows
f107063: 111 rows
f107065: 502 rows
f107066: 429 rows
f107067: 406 rows
f107070: 418 rows
f107071: 536 rows
f107072: 467 rows
f107073: 427 rows
f107074: 411 rows
f107078: 268 rows
f107079: 448 rows
f107080: 413 rows
f107082: 423 rows
f107083: 424 rows
f107084: 606 rows
f107085: 478 rows
f107086: 389 rows
f107087: 460 rows
f107088: 592 rows
f107090: 648 rows
f107336: 427 rows
f107339: 561 rows
f107340: 356 rows
f107341: 271 rows
f107343: 441 rows
f107344: 473 rows
f107345: 473 rows
f107346: 313 rows
f107347: 416 rows
f107348: 409 rows
f107353: 468 rows
f107354: 719 rows
f107357: 483 rows
f107361: 400 rows
f107362: 610 rows
f107363: 449 rows
f107364: 298 rows
f107365: 426 rows
f108005: 512 rows
f108006: 567 rows
f108007: 485 rows
f108008: 425 rows
f108009: 451 rows
f108010: 497 rows
f108012: 305 rows
f108015: 301 rows
f108022: 775 rows
f108023: 102 rows
f108024: 338 rows
f108028: 408 rows
f108029: 764 rows
f108031: 339 rows
f108033: 341 rows
f108034: 561 rows
f108035: 271 rows
f108036: 465 rows
f108038: 526 rows
f108039: 438 rows
f108040: 450 rows
f108042: 601 rows
f108043: 373 rows
f108045: 566 rows
f108046: 593 rows
f108047: 452 rows
f108048: 385 rows
f108051: 450 rows
f108052: 456 rows
f108054: 402 rows
f108055: 428 rows
f108056: 647 rows
f108059: 406 rows
f108060: 502 rows
f108061: 481 rows
f108062: 515 rows
f108063: 435 rows
f108065: 433 rows
f108066: 469 rows
f108070: 395 rows
f108071: 538 rows
f108072: 547 rows
f108073: 390 rows
f108074: 381 rows
f108075: 383 rows
f108081: 390 rows
f108082: 390 rows
f108083: 376 rows
f108086: 403 rows
f108087: 442 rows
f108088: 432 rows
f108089: 525 rows
f108338: 396 rows
f108339: 426 rows
f108340: 432 rows
f108343: 415 rows
f108351: 330 rows
f108353: 581 rows
f108354: 679 rows
f108355: 555 rows
f108359: 403 rows
f108360: 251 rows
f108361: 511 rows
f108362: 617 rows
f108363: 609 rows
f108364: 594 rows
f108365: 573 rows
f109002: 666 rows
f109003: 389 rows
f109004: 533 rows
f109005: 508 rows
f109010: 429 rows
f109014: 506 rows
f109015: 594 rows
f109018: 772 rows
f109019: 303 rows
f109021: 532 rows
f109022: 905 rows
f109023: 820 rows
f109024: 668 rows
f109025: 207 rows
f109028: 422 rows
f109031: 338 rows
f109032: 785 rows
f109033: 367 rows
f109037: 801 rows
f109038: 754 rows
f109039: 847 rows
f109040: 801 rows
f109041: 701 rows
f109043: 402 rows
f109044: 666 rows
f109048: 550 rows
f109052: 827 rows
f109053: 431 rows
f109056: 384 rows
f109057: 618 rows
f109058: 735 rows
f109063: 379 rows
f109064: 999 rows
f109065: 870 rows
f109066: 556 rows
f109067: 506 rows
f109068: 524 rows
f109069: 433 rows
f109070: 396 rows
f109074: 415 rows
f109075: 382 rows
f109078: 460 rows
f109083: 686 rows
f109084: 450 rows
f109089: 418 rows
f109090: 411 rows
f109338: 733 rows
f109342: 1490 rows
f109348: 1173 rows
f109349: 908 rows
f109356: 1322 rows
f109357: 1191 rows
f109358: 969 rows
f109360: 1108 rows
f109361: 1183 rows
f109364: 1321 rows
f109365: 1740 rows
f110003: 1379 rows
f110006: 905 rows
f110007: 1425 rows
f110011: 1683 rows
f110012: 1980 rows
f110013: 2493 rows
f110014: 1767 rows
f110015: 1921 rows
f110018: 1629 rows
f110019: 2321 rows
f110020: 1881 rows
f110022: 603 rows
f110025: 2528 rows
f110026: 813 rows
f110027: 1548 rows
f110028: 2535 rows
f110029: 2537 rows
f110037: 1604 rows
f110039: 1669 rows
f110040: 1170 rows
f110042: 1695 rows
f110045: 2397 rows
f110046: 2047 rows
f110050: 2746 rows
f110051: 3130 rows
f110052: 3034 rows
f110054: 1952 rows
f110055: 1289 rows
f110057: 1794 rows
f110058: 928 rows
f110060: 2571 rows
f110065: 1386 rows
f110066: 2981 rows
f110067: 2549 rows
f110068: 2361 rows
f110069: 3177 rows
f110073: 1023 rows
f110076: 2143 rows
f110077: 1470 rows
f110078: 1510 rows
f110079: 2092 rows
f110080: 1072 rows
f110081: 1227 rows
f110082: 1127 rows
f110083: 2165 rows
f110084: 1991 rows
f110088: 1265 rows
f110089: 1507 rows
f110090: 2910 rows
f110091: 2174 rows
f110094: 1959 rows
f110095: 2327 rows
f110338: 1132 rows
f110349: 1299 rows
f110350: 1809 rows
f110352: 1674 rows
f110355: 1375 rows
f110359: 2628 rows
f110362: 1263 rows
f110363: 1905 rows
f110364: 1291 rows
f110365: 2206 rows
f111004: 2372 rows
f111011: 392 rows
f111015: 2692 rows
f111016: 1778 rows
f111019: 1981 rows
f111020: 1894 rows
f111024: 2423 rows
f111029: 1987 rows
f111030: 2585 rows
f111031: 2570 rows
f111032: 1559 rows
f111037: 2046 rows
f111040: 1716 rows
f111044: 2526 rows
f111045: 1660 rows
f111047: 1524 rows
f111048: 1491 rows
f111049: 1929 rows
f111050: 2106 rows
f111052: 1180 rows
f111053: 2258 rows
f111055: 1674 rows
f111057: 1361 rows
f111058: 1382 rows
f111059: 1236 rows
f111064: 1254 rows
f111067: 1662 rows
f111074: 1411 rows
f111075: 1960 rows
f111077: 1597 rows
f111078: 1858 rows
f111080: 1275 rows
f111081: 1588 rows
f111082: 788 rows
f111085: 1476 rows
f111086: 846 rows
f111338: 1168 rows
f111339: 1532 rows
f111340: 1451 rows
f111341: 1162 rows
f111343: 1418 rows
f111349: 1392 rows
f111350: 1428 rows
f111351: 1207 rows
f111354: 1816 rows
f111356: 1768 rows
f111357: 1082 rows
f111363: 1332 rows
f111364: 1272 rows
f111365: 1230 rows
f112001: 1309 rows
f112006: 1283 rows
f112007: 1233 rows
f112008: 1522 rows
f112009: 1517 rows
f112010: 1505 rows
f112017: 2067 rows
f112019: 2114 rows
f112022: 1623 rows
f112024: 1507 rows
f112025: 1457 rows
f112026: 1324 rows
f112028: 2586 rows
f112031: 1811 rows
f112032: 1282 rows
f112033: 1309 rows
f112035: 1386 rows
f112036: 1435 rows
f112041: 1227 rows
f112044: 1103 rows
f112045: 883 rows
f112046: 1478 rows
f112047: 1767 rows
f112049: 1272 rows
f112052: 1179 rows
f112053: 1343 rows
f112054: 1230 rows
f112060: 1377 rows
f112061: 1102 rows
f112068: 1342 rows
f112069: 1367 rows
f112073: 1486 rows
f112074: 1373 rows
f112075: 2123 rows
f112076: 1576 rows
f112077: 2290 rows
f112078: 2062 rows
f112079: 1966 rows
f112080: 2127 rows
f112083: 1581 rows
f112084: 1323 rows
f112086: 938 rows
f112088: 1844 rows
f112090: 1908 rows
f112338: 1712 rows
f112339: 1945 rows
f112340: 1501 rows
f112344: 1255 rows
f112345: 929 rows
f112346: 1360 rows
f112351: 1894 rows
f112355: 958 rows
f112363: 1651 rows
f113001: 2292 rows
f113011: 1246 rows
f113012: 1417 rows
f113013: 1398 rows
f113014: 1323 rows
f113015: 2004 rows
f113016: 1462 rows
f113021: 1609 rows
f113025: 1189 rows
f113026: 1689 rows
f113028: 1284 rows
f113029: 1335 rows
f113035: 1746 rows
f113036: 1400 rows
f113037: 1918 rows
f113043: 1401 rows
f113045: 941 rows
f113046: 1794 rows
f113049: 2220 rows
f113052: 1786 rows
f113053: 1448 rows
f113055: 1141 rows
f113058: 1357 rows
f113063: 1087 rows
f113064: 961 rows
f113067: 1414 rows
f113074: 1263 rows
f113075: 1135 rows
f113076: 1153 rows
f113077: 1270 rows
f113078: 1204 rows
f113081: 1091 rows
f113088: 1184 rows
f113089: 1304 rows
f113341: 1086 rows
f113343: 1219 rows
f113351: 785 rows
f113353: 1563 rows
f113354: 1450 rows
f113355: 1318 rows
f113364: 1295 rows
f113365: 1440 rows
f114005: 896 rows
f114010: 948 rows
f114012: 1433 rows
f114013: 1856 rows
f114015: 1858 rows
f114017: 1961 rows
f114020: 1525 rows
f114023: 1237 rows
f114026: 2096 rows
f114027: 2233 rows
f114034: 1969 rows
f114036: 740 rows
f114040: 1364 rows
f114041: 2354 rows
f114042: 1404 rows
f114045: 1981 rows
f114047: 2700 rows
f114048: 2685 rows
f114049: 2069 rows
f114050: 2030 rows
f114056: 1967 rows
f114061: 1573 rows
f114067: 1887 rows
f114068: 2037 rows
f114069: 2581 rows
f114070: 2641 rows
f114073: 2892 rows
f114074: 2282 rows
f200004: 94 rows
f200011: 80 rows
f200018: 70 rows
f200019: 88 rows
f200023: 50 rows
f200032: 78 rows
f200033: 85 rows
f200034: 87 rows
f200037: 97 rows
f200038: 99 rows
f200041: 47 rows
f200046: 53 rows
f200047: 72 rows
f200048: 57 rows
f200055: 69 rows
f200056: 103 rows
f200061: 67 rows
f200066: 138 rows
f200067: 111 rows
f200068: 155 rows
f200069: 28 rows
f200070: 100 rows
f200075: 208 rows
f200082: 61 rows
f200333: 236 rows
f200340: 144 rows
f200343: 126 rows
f200356: 135 rows
f201003: 88 rows
f201010: 69 rows
f201011: 100 rows
f201016: 83 rows
f201024: 114 rows
