CSV Split Summary
=================

Date: 28-Jun-2026 23:44:38
Input file: data/legacy/original_csv/RUSS_24_VALID.CSV
Output directory: data/legacy/surveys/pending

Total surveys: 12578
Total rows: 11651703
Average rows per survey: 926
Time elapsed: 341.3 minutes

Survey file row counts:
-----------------------
f614068: 1682 rows
f614069: 2936 rows
f614070: 2909 rows
f614073: 2400 rows
f614074: 2113 rows
f614079: 2475 rows
f614080: 2641 rows
f614081: 1953 rows
f614082: 2385 rows
f614085: 809 rows
f614086: 2918 rows
f614087: 1708 rows
f614090: 2741 rows
f614335: 1735 rows
f614344: 2051 rows
f614345: 2056 rows
f614346: 1804 rows
f614347: 2266 rows
f614348: 1851 rows
f614349: 1865 rows
f614350: 2366 rows
f614351: 1829 rows
f614352: 1887 rows
f614353: 1932 rows
f614354: 1612 rows
f614360: 1388 rows
f614363: 1584 rows
f615004: 1448 rows
f615006: 2081 rows
f615015: 1132 rows
f615016: 1599 rows
f615017: 2277 rows
f615018: 950 rows
f615019: 2278 rows
f615020: 2149 rows
f615021: 2463 rows
f615022: 2410 rows
f615025: 2383 rows
f615029: 2568 rows
f615032: 1991 rows
f615038: 2509 rows
f615039: 2638 rows
f615040: 1536 rows
f615043: 2008 rows
f615047: 1331 rows
f615052: 2602 rows
f615053: 2337 rows
f615054: 1580 rows
f615056: 1010 rows
f615061: 391 rows
f615062: 1504 rows
f615063: 1389 rows
f615064: 2063 rows
f615067: 2957 rows
f615068: 2811 rows
f615069: 1558 rows
f615071: 978 rows
f615073: 1643 rows
f615074: 2354 rows
f615075: 2906 rows
f615076: 2346 rows
f615084: 1836 rows
f615089: 2326 rows
f615090: 2606 rows
f615335: 1534 rows
f615336: 2141 rows
f615343: 2315 rows
f615344: 2375 rows
f615345: 2309 rows
f615346: 2272 rows
f615347: 2163 rows
f615350: 758 rows
f615351: 1851 rows
f615355: 2220 rows
f615356: 1636 rows
f615358: 1619 rows
f615360: 1863 rows
f615361: 2421 rows
f615362: 2214 rows
f615363: 1734 rows
f615364: 1808 rows
f615365: 1895 rows
f616008: 1493 rows
f616011: 1925 rows
f616012: 2193 rows
f616013: 1853 rows
f616014: 2046 rows
f616016: 1829 rows
f616020: 2281 rows
f616021: 2742 rows
f616024: 1457 rows
f616025: 2523 rows
f616026: 2373 rows
f616030: 2195 rows
f616031: 2624 rows
f616032: 2443 rows
f616039: 2509 rows
f616042: 2142 rows
f616043: 1319 rows
f616047: 1748 rows
f616048: 2392 rows
f616051: 2364 rows
f616052: 2599 rows
f616053: 2548 rows
f616058: 1774 rows
f616059: 1133 rows
f616061: 2787 rows
f616063: 1668 rows
f616065: 1119 rows
f616067: 2051 rows
f616068: 2433 rows
f616071: 1689 rows
f616072: 1415 rows
f616075: 1898 rows
f616076: 1876 rows
f616077: 1530 rows
f616082: 2096 rows
f616083: 2098 rows
f616084: 1579 rows
f616088: 2724 rows
f616336: 1503 rows
f616340: 2032 rows
f616342: 2379 rows
f616347: 1466 rows
f616348: 1902 rows
f616349: 2375 rows
f616352: 2210 rows
f616357: 2276 rows
f616359: 1702 rows
f616363: 1966 rows
f616366: 2427 rows
f617001: 1833 rows
f617002: 2035 rows
f617005: 2040 rows
f617006: 2119 rows
f617010: 1381 rows
f617011: 2060 rows
f617013: 1858 rows
f617014: 2235 rows
f617015: 2158 rows
f617016: 2179 rows
f617017: 2519 rows
f617018: 1537 rows
f617019: 1970 rows
f617025: 2614 rows
f617031: 2363 rows
f617032: 2786 rows
f617033: 2702 rows
f617034: 2196 rows
f617036: 2147 rows
f617037: 1121 rows
f617038: 1536 rows
f617039: 2330 rows
f617042: 2295 rows
f617043: 2405 rows
f617045: 1555 rows
f617048: 1362 rows
f617050: 1924 rows
f617052: 2601 rows
f617056: 2030 rows
f617058: 1452 rows
f617059: 2529 rows
f617060: 2074 rows
f617067: 2422 rows
f617068: 2651 rows
f617069: 1865 rows
f617076: 3239 rows
f617077: 1768 rows
f617079: 2005 rows
f617084: 2478 rows
f617085: 2468 rows
f617086: 2303 rows
f617087: 716 rows
f617088: 2112 rows
f617335: 1953 rows
f617336: 2081 rows
f617339: 1758 rows
f617340: 2060 rows
f617345: 1898 rows
f617349: 2232 rows
f617351: 2230 rows
f617352: 1708 rows
f617357: 2069 rows
f617360: 1735 rows
f617364: 2014 rows
f617365: 2045 rows
f618005: 1248 rows
f618008: 1620 rows
f618016: 1955 rows
f618019: 2326 rows
f618020: 2535 rows
f618021: 2666 rows
f618023: 1650 rows
f618024: 1758 rows
f618027: 1417 rows
f618028: 1375 rows
f618031: 1850 rows
f618032: 2506 rows
f618033: 1871 rows
f618037: 3020 rows
f618040: 1581 rows
f618042: 2237 rows
f618046: 2056 rows
f618047: 2064 rows
f618048: 2236 rows
f618049: 2080 rows
f618050: 1878 rows
f618051: 3031 rows
f618052: 2588 rows
f618053: 2873 rows
f618054: 2924 rows
f618055: 2668 rows
f618056: 465 rows
f618057: 1835 rows
f618059: 2592 rows
f618061: 1586 rows
f618064: 2026 rows
f618068: 1800 rows
f618069: 2526 rows
f618070: 3196 rows
f618072: 2003 rows
f618074: 1939 rows
f618075: 2247 rows
f618076: 2062 rows
f618077: 2056 rows
f618082: 2063 rows
f618083: 2335 rows
f618086: 1577 rows
f618340: 2228 rows
f618346: 2447 rows
f618351: 2056 rows
f618352: 2127 rows
f618353: 2219 rows
f618357: 2441 rows
f618363: 770 rows
f618365: 1677 rows
f619001: 2430 rows
f619002: 1696 rows
f619003: 2135 rows
f619006: 2548 rows
f619007: 2600 rows
f619012: 1225 rows
f619013: 2401 rows
f619016: 2480 rows
f619017: 2624 rows
f619018: 1603 rows
f619019: 2159 rows
f619023: 1522 rows
f619025: 1508 rows
f619026: 1605 rows
f619028: 1724 rows
f619032: 948 rows
f619035: 1041 rows
f619036: 2525 rows
f619037: 2613 rows
f619038: 2498 rows
f619039: 2471 rows
f619042: 1285 rows
f619045: 2199 rows
f619046: 2505 rows
f619047: 2315 rows
f619048: 2334 rows
f619049: 2145 rows
f619053: 2497 rows
f619054: 1617 rows
f619057: 2564 rows
f619058: 2067 rows
f619059: 2278 rows
f619060: 1832 rows
f619061: 1608 rows
f619062: 2322 rows
f619066: 2177 rows
f619067: 1634 rows
f619068: 2066 rows
f619069: 1094 rows
f619070: 2401 rows
f619073: 1477 rows
f619074: 990 rows
f619080: 1886 rows
f619081: 1444 rows
f619083: 2264 rows
f619084: 1295 rows
f619089: 1983 rows
f619339: 1970 rows
f619340: 2375 rows
f619343: 1978 rows
f619344: 2205 rows
f619349: 2343 rows
f619351: 938 rows
f619357: 1984 rows
f619361: 2167 rows
f619362: 2205 rows
f619364: 1802 rows
f619365: 1590 rows
f620001: 2028 rows
f620002: 2533 rows
f620006: 1988 rows
f620007: 1576 rows
f620008: 1610 rows
f620010: 1551 rows
f620013: 1582 rows
f620014: 1741 rows
f620015: 2006 rows
f620016: 1959 rows
f620018: 1847 rows
f620019: 1489 rows
f620024: 2216 rows
f620025: 1861 rows
f620026: 1831 rows
f620027: 1857 rows
f620028: 1821 rows
f620029: 2537 rows
f620031: 1828 rows
f620034: 2812 rows
f620035: 2610 rows
f620036: 2563 rows
f620039: 1843 rows
f620041: 2621 rows
f620042: 1777 rows
f620043: 1168 rows
f620044: 897 rows
f620048: 1162 rows
f620049: 2110 rows
f620050: 1919 rows
f620054: 2039 rows
f620055: 2675 rows
f620057: 1465 rows
f620059: 2408 rows
f620061: 1482 rows
f620063: 2058 rows
f620064: 1971 rows
f620069: 2067 rows
f620070: 2509 rows
f620071: 1684 rows
f620072: 1595 rows
f620074: 1866 rows
f620075: 2151 rows
f620078: 1731 rows
f620079: 1611 rows
f620081: 2032 rows
f620082: 1497 rows
f620088: 1824 rows
f621335: 1780 rows
f621336: 1782 rows
f621337: 1535 rows
f621338: 1316 rows
f621339: 1957 rows
f621340: 1749 rows
f621344: 2117 rows
f621345: 1447 rows
f621350: 2212 rows
f621351: 2120 rows
f621352: 2108 rows
f621353: 198 rows
f621358: 2238 rows
f621360: 1622 rows
f621361: 1479 rows
f621362: 1732 rows
f621363: 2225 rows
f621364: 1669 rows
f621365: 1812 rows
f622005: 1406 rows
f622006: 2409 rows
f622013: 2408 rows
f622015: 2372 rows
f622018: 1963 rows
f622019: 2601 rows
f622020: 2506 rows
f622023: 1893 rows
f622024: 2124 rows
f622025: 2059 rows
f622030: 2438 rows
f622031: 2157 rows
f622032: 2518 rows
f622033: 2223 rows
f622035: 1652 rows
f622040: 1540 rows
f622041: 2327 rows
f622042: 1884 rows
f622043: 2658 rows
f622044: 1636 rows
f622045: 1467 rows
f622049: 1286 rows
f622050: 1529 rows
f622052: 2222 rows
f622053: 2260 rows
f622054: 1606 rows
f622055: 2227 rows
f622056: 2208 rows
f622058: 2376 rows
f622061: 2548 rows
f622062: 2355 rows
f622063: 2260 rows
f622064: 1729 rows
f622065: 2572 rows
f622067: 2172 rows
f622072: 1716 rows
f622074: 1950 rows
f622076: 2349 rows
f622077: 2496 rows
f622079: 1597 rows
f622081: 1818 rows
f622084: 1491 rows
f622086: 1386 rows
f622087: 2770 rows
f622088: 2199 rows
f622337: 1712 rows
f622338: 1788 rows
f622340: 1796 rows
f622341: 1930 rows
f622342: 1943 rows
f622343: 1964 rows
f622346: 1669 rows
f622352: 1524 rows
f622356: 1037 rows
f622360: 465 rows
f622361: 1775 rows
f622362: 1380 rows
f622363: 1824 rows
f622364: 1990 rows
f623003: 2065 rows
f623005: 1862 rows
f623006: 1941 rows
f623007: 2196 rows
f623010: 2389 rows
f623011: 2404 rows
f623015: 1312 rows
f623017: 1861 rows
f623018: 2408 rows
f623020: 2244 rows
f623021: 1776 rows
f623024: 1597 rows
f623027: 1758 rows
f623029: 2548 rows
f623030: 2414 rows
f623031: 1584 rows
f623032: 1766 rows
f623033: 1956 rows
f623037: 2097 rows
f623038: 2543 rows
f623039: 2436 rows
f623040: 1866 rows
f623044: 1919 rows
f623045: 58 rows
f623047: 1455 rows
f623050: 2638 rows
f623051: 2290 rows
f623053: 1886 rows
f623055: 1231 rows
f623057: 1471 rows
f623060: 2313 rows
f623061: 2048 rows
f623065: 2302 rows
f623066: 2192 rows
f623068: 1911 rows
f623070: 1809 rows
f623074: 1591 rows
f623075: 2625 rows
f623081: 1899 rows
f623082: 2041 rows
f623085: 1947 rows
f623086: 1986 rows
f700002: 263 rows
f700003: 247 rows
f700004: 59 rows
f700007: 47 rows
f700008: 87 rows
f700011: 146 rows
f700012: 273 rows
f700013: 83 rows
f700015: 59 rows
f700016: 202 rows
f700017: 72 rows
f700018: 69 rows
f700019: 172 rows
f700027: 156 rows
f700031: 87 rows
f700032: 101 rows
f700033: 98 rows
f700034: 297 rows
f700035: 160 rows
f700037: 365 rows
f700038: 169 rows
f700039: 74 rows
f700041: 176 rows
f700042: 69 rows
f700043: 107 rows
f700046: 76 rows
f700047: 398 rows
f700048: 256 rows
f700050: 131 rows
f700051: 14 rows
f700052: 47 rows
f700054: 35 rows
f700055: 284 rows
f700056: 351 rows
f700057: 296 rows
f700058: 180 rows
f700059: 86 rows
f700060: 70 rows
f700061: 216 rows
f700062: 205 rows
f700063: 230 rows
f700064: 63 rows
f700065: 301 rows
f700066: 218 rows
f700067: 95 rows
f700068: 360 rows
f700069: 173 rows
f700071: 66 rows
f700073: 101 rows
f700075: 94 rows
f701003: 78 rows
f701005: 69 rows
f701006: 79 rows
f701007: 129 rows
f701008: 58 rows
f701010: 63 rows
f701011: 159 rows
f701012: 98 rows
f701016: 147 rows
f701017: 123 rows
f701019: 41 rows
f701020: 30 rows
f701022: 8 rows
f701024: 160 rows
f701026: 131 rows
f701027: 96 rows
f701028: 184 rows
f701029: 303 rows
f701031: 66 rows
f701033: 87 rows
f701034: 85 rows
f701036: 172 rows
f701037: 242 rows
f701038: 193 rows
f701039: 263 rows
f701040: 216 rows
f701042: 86 rows
f701046: 193 rows
f701050: 154 rows
f701051: 472 rows
f701052: 261 rows
f701053: 112 rows
f701057: 275 rows
f701059: 256 rows
f701060: 274 rows
f701066: 206 rows
f701067: 204 rows
f701068: 208 rows
f701070: 336 rows
f701072: 101 rows
f701073: 378 rows
f701349: 98 rows
f701350: 87 rows
f701351: 163 rows
f701353: 138 rows
f701355: 72 rows
f701356: 191 rows
f701357: 200 rows
f701360: 24 rows
f701361: 164 rows
f701362: 274 rows
f701363: 293 rows
f701364: 220 rows
f701365: 226 rows
f702005: 448 rows
f702009: 79 rows
f702010: 132 rows
f702011: 41 rows
f702012: 127 rows
f702014: 152 rows
f702016: 151 rows
f702017: 244 rows
f702018: 306 rows
f702019: 117 rows
f702022: 206 rows
f702024: 22 rows
f702028: 282 rows
f702032: 45 rows
f702033: 28 rows
f702034: 63 rows
f702039: 292 rows
f702041: 355 rows
f702042: 364 rows
f702043: 316 rows
f702044: 340 rows
f702047: 111 rows
f702050: 390 rows
f702051: 100 rows
f702052: 417 rows
f702053: 115 rows
f702056: 257 rows
f702057: 284 rows
f702059: 108 rows
f702071: 390 rows
f702072: 296 rows
f702073: 477 rows
f702074: 499 rows
f702324: 359 rows
f702325: 132 rows
f702330: 266 rows
f702331: 215 rows
f702334: 174 rows
f702343: 210 rows
f702347: 273 rows
f702352: 847 rows
f702366: 1075 rows
f703002: 738 rows
f703006: 769 rows
f703014: 797 rows
f703016: 254 rows
f703018: 781 rows
f703021: 791 rows
f703025: 1047 rows
f720358: 1099 rows
f720362: 2264 rows
f720363: 2314 rows
f720365: 2025 rows
f721004: 1747 rows
f721005: 2233 rows
f721007: 1741 rows
f721011: 1927 rows
f721013: 1897 rows
f721014: 1942 rows
f721019: 2041 rows
f721022: 2018 rows
f721024: 1947 rows
f721029: 1788 rows
f721035: 1806 rows
f721039: 1495 rows
f721040: 1697 rows
f721048: 1854 rows
f721051: 545 rows
f721052: 1789 rows
f721055: 2510 rows
f721056: 2043 rows
f721058: 1857 rows
f721059: 332 rows
f721062: 1828 rows
f721063: 1147 rows
f721065: 2181 rows
f721067: 1843 rows
f721068: 1899 rows
f721069: 2278 rows
f721070: 2576 rows
f721084: 2225 rows
f721088: 1792 rows
f721089: 2280 rows
f721090: 1833 rows
f721094: 2035 rows
f721095: 2439 rows
f721096: 1588 rows
f721097: 2309 rows
f721098: 1203 rows
f721099: 2029 rows
f721103: 1546 rows
f721104: 2355 rows
f721320: 1517 rows
f721321: 1624 rows
f721325: 1731 rows
f721326: 1187 rows
f721328: 1273 rows
f721329: 1858 rows
f721331: 1479 rows
f721334: 1504 rows
f721335: 1792 rows
f721337: 1858 rows
f721338: 1888 rows
f721343: 1376 rows
f721344: 1414 rows
f721347: 1745 rows
f721348: 1971 rows
f721349: 968 rows
f721350: 1649 rows
f721351: 1670 rows
f721358: 1657 rows
f721361: 2245 rows
f721362: 1546 rows
f721365: 1762 rows
f722006: 1784 rows
f722009: 1695 rows
f722012: 1657 rows
f722013: 1755 rows
f722018: 1449 rows
f722019: 2072 rows
f722023: 2184 rows
f722024: 2006 rows
f722025: 2297 rows
f722028: 1209 rows
f722030: 2117 rows
f722031: 1896 rows
f722046: 2148 rows
f722047: 2125 rows
f722050: 1025 rows
f722051: 836 rows
f722052: 1877 rows
f722053: 1744 rows
f722058: 766 rows
f722060: 1921 rows
f722061: 1815 rows
f722062: 1720 rows
f722064: 2298 rows
f722072: 2146 rows
f722073: 2692 rows
f722074: 2544 rows
f722075: 2656 rows
f722077: 2399 rows
f722080: 1961 rows
f722081: 2417 rows
f722082: 1259 rows
f722087: 1900 rows
f722089: 2452 rows
f722092: 1708 rows
f722093: 2446 rows
f722094: 2113 rows
f722098: 2103 rows
f722101: 2434 rows
f722102: 2607 rows
f722103: 1201 rows
f722105: 1687 rows
f722322: 1702 rows
f722323: 1433 rows
f722325: 826 rows
f722326: 1475 rows
f722333: 1741 rows
f722336: 1644 rows
f722339: 1163 rows
f722340: 1644 rows
f722341: 1174 rows
f722345: 1778 rows
f722347: 1277 rows
f722348: 1862 rows
f722352: 1683 rows
f722353: 1803 rows
f722354: 525 rows
f722355: 1474 rows
f722361: 1608 rows
f722362: 1734 rows
f722363: 1943 rows
f722364: 1330 rows
f723002: 2093 rows
f723003: 1631 rows
f723006: 1478 rows
f723007: 2136 rows
f723008: 2032 rows
f723016: 2019 rows
f723018: 1198 rows
f723020: 1380 rows
f723021: 1929 rows
f723024: 1839 rows
f723027: 2324 rows
f723028: 2332 rows
f723029: 2369 rows
f723036: 1393 rows
f723038: 2191 rows
f723039: 2061 rows
f723040: 976 rows
f723045: 1741 rows
f723046: 2332 rows
f723047: 2215 rows
f723050: 2145 rows
f723051: 1651 rows
f723052: 2074 rows
f723053: 1666 rows
f723058: 1959 rows
f723059: 1254 rows
f723062: 1795 rows
f723064: 1794 rows
f723065: 2175 rows
f723068: 2089 rows
f723075: 2334 rows
f723078: 1976 rows
f723079: 1317 rows
f723080: 1803 rows
f723081: 2247 rows
f723087: 983 rows
f723089: 1866 rows
f723093: 2013 rows
f723095: 1997 rows
f723096: 1983 rows
f723101: 1971 rows
f723102: 1404 rows
f723103: 2235 rows
f723105: 1307 rows
f800027: 118 rows
f800032: 80 rows
f800033: 105 rows
f800034: 94 rows
f800037: 167 rows
f800038: 78 rows
f800039: 85 rows
f801037: 73 rows
f801038: 165 rows
f801039: 74 rows
f801040: 58 rows
f801044: 20 rows
f801046: 63 rows
f801047: 79 rows
f801049: 122 rows
f801050: 114 rows
f801051: 89 rows
f801052: 91 rows
f801054: 46 rows
f801055: 67 rows
f801057: 51 rows
f801058: 99 rows
f801060: 46 rows
f801061: 64 rows
f802022: 11 rows
f802027: 48 rows
f802028: 105 rows
f802029: 59 rows
f802034: 50 rows
f802035: 26 rows
f802037: 21 rows
f802039: 47 rows
f802040: 22 rows
f802043: 87 rows
f802044: 108 rows
f802046: 82 rows
f802047: 36 rows
f802050: 154 rows
f802051: 39 rows
f802053: 111 rows
f802056: 110 rows
f802057: 19 rows
f802059: 53 rows
f802060: 51 rows
f802064: 157 rows
f802065: 120 rows
f802066: 67 rows
f802067: 49 rows
f802068: 52 rows
f802070: 5 rows
f802074: 52 rows
f802075: 62 rows
f802077: 64 rows
f802078: 60 rows
f804077: 408 rows
f805029: 463 rows
f805030: 287 rows
f805032: 429 rows
f805033: 159 rows
f805038: 236 rows
f805039: 507 rows
f805040: 451 rows
f805045: 124 rows
f805054: 157 rows
f805057: 392 rows
f805065: 39 rows
f805066: 209 rows
f805072: 407 rows
f805084: 419 rows
f805085: 37 rows
f805086: 338 rows
f805089: 464 rows
f805090: 215 rows
f805100: 382 rows
f805104: 201 rows
f805107: 534 rows
f805108: 455 rows
f805109: 375 rows
f805110: 260 rows
f805112: 415 rows
f805116: 481 rows
f805118: 23 rows
f805119: 390 rows
f805293: 288 rows
f805294: 267 rows
f805297: 202 rows
f805300: 145 rows
f805301: 490 rows
f805304: 407 rows
f805308: 334 rows
f805309: 271 rows
f805316: 378 rows
f901015: 314 rows
f902016G: 10169 rows
f902198G: 12263 rows
f902201: 59 rows
f902202: 83 rows
f902203: 172 rows
f902206: 99 rows
f902207: 84 rows
f902208: 219 rows
f902209: 289 rows
f902211: 101 rows
f902212: 76 rows
f902216: 15 rows
f902220: 276 rows
f902221: 242 rows
f902222: 95 rows
f904154G: 2184 rows
f904198G: 11975 rows
f905030G: 8394 rows
f911313: 8661 rows
f911350: 375 rows
f911363: 391 rows
f911364: 330 rows
f911365: 342 rows
f912006: 309 rows
f912007: 157 rows
f912008: 149 rows
f912017: 160 rows
f912019: 147 rows
f912020: 108 rows
f912022: 160 rows
f912024: 184 rows
f912025: 153 rows
f912028: 45 rows
f912032: 156 rows
f912033: 161 rows
f912046: 179 rows
f912077: 196 rows
f912079: 194 rows
o001033: 3 rows
o007053: 98 rows
o009030: 149 rows
o011006: 253 rows
o014901: 192 rows
o015901: 117 rows
o017901: 282 rows
o018901: 175 rows
o019901: 250 rows
o020901: 84 rows
o022901: 55 rows
o023901: 79 rows
o100074: 4 rows
o100086: 4 rows
o100195: 63 rows
o100213: 17 rows
o100219: 20 rows
o100227: 4 rows
o100236: 7 rows
o100242: 3 rows
o100244: 2 rows
o100900: 12 rows
o100901: 4 rows
o100921: 62 rows
o100971: 319 rows
o101133: 39 rows
o101200: 25 rows
o101231: 22 rows
o101237: 7 rows
o101254: 6 rows
o101255: 5 rows
o101900: 47 rows
o101901: 46 rows
o101902: 200 rows
o101921: 164 rows
o102000: 1298 rows
o102901: 55 rows
o102921: 75 rows
o102951: 356 rows
o103901: 160 rows
o103921: 133 rows
o104002: 1 rows
o104250: 16 rows
o104921: 164 rows
o105268: 18 rows
o105921: 195 rows
o106000: 1722 rows
o106326: 21 rows
o106361: 16 rows
o106921: 224 rows
o106951: 246 rows
o107000: 394 rows
o107249: 7 rows
o107253: 11 rows
o107921: 285 rows
o108253: 1 rows
o108258: 3 rows
o108261: 9 rows
o108264: 13 rows
o108286: 2 rows
o108507: 14 rows
o108921: 202 rows
o109237: 2 rows
o109240: 75 rows
o109911: 965 rows
o109921: 116 rows
o110262: 4 rows
o110285: 9 rows
o110901: 20 rows
o110911: 579 rows
o110921: 201 rows
o110961: 96 rows
o111229: 123 rows
o111269: 3 rows
o111911: 122 rows
o111921: 337 rows
o111961: 246 rows
o112238: 11 rows
o112901: 99 rows
o112911: 416 rows
o112921: 189 rows
o112971: 124 rows
o113901: 232 rows
o113921: 215 rows
o114921: 127 rows
o114971: 75 rows
o115911: 644 rows
o115921: 225 rows
o116911: 227 rows
o116921: 128 rows
o117001: 72 rows
o117208: 2 rows
o117911: 326 rows
o117921: 457 rows
o118911: 81 rows
o118921: 484 rows
o118961: 31 rows
o119911: 596 rows
o119921: 242 rows
o119961: 20 rows
o120911: 217 rows
o120921: 145 rows
o120961: 14 rows
o120991: 12 rows
o121123: 54 rows
o121126: 16 rows
o121901: 178 rows
o121911: 530 rows
o121921a: 314 rows
o121921b: 11 rows
o121961: 17 rows
o122911: 1327 rows
o122921: 326 rows
o122961: 16 rows
o123144: 3 rows
o123252: 7 rows
o123911: 954 rows
o123921: 297 rows
o123961: 20 rows
o124060: 3 rows
o124911: 917 rows
o197961: 812 rows
o200066: 15 rows
o200068: 34 rows
o205346: 1 rows
o217208: 128 rows
o220215: 103 rows
o301231: 6 rows
o301237: 6 rows
o301258: 15 rows
o304352: 1 rows
o310239: 11 rows
o401119: 4 rows
o403230: 45 rows
o403231: 6 rows
o403232: 23 rows
o403243: 3 rows
o403245: 2 rows
o405159: 90 rows
o406144: 1472 rows
o410921: 43 rows
o520221: 49 rows
o600348: 2 rows
o601006: 1 rows
o601018: 4 rows
o601027: 4 rows
o601072: 7 rows
o603007: 1 rows
o603085: 592 rows
o605053: 2 rows
o608060: 5 rows
o624911: 106 rows
o704309: 26 rows
o9001027: 7 rows
o9001114: 11 rows
o9002310: 15 rows
o9002320: 74 rows
o9002617: 5 rows
o9002645: 36 rows
o9002746: 2 rows
o9002795: 20 rows
o9003030: 29 rows
o9011102: 97 rows
o9012223: 37 rows
o9021427: 3 rows
o9023120: 4 rows
o9043314: 11 rows
o9043346: 17 rows
o9053445: 9 rows
o9073610: 10 rows
o9093311: 50 rows
o9093420: 9 rows
o9093714: 4 rows
o9103911: 22 rows
o9153420: 2 rows
o9154092: 15 rows
o9154445: 51 rows
o9163440: 1 rows
o9163560: 2 rows
o9164040: 4 rows
o9164094: 7 rows
o9193125: 15 rows
o9203920: 23 rows
o9215012: 3 rows
o9215042: 17 rows
p000190: 1058 rows
p000207: 21 rows
p001219: 492 rows
p002120: 524 rows
p002199: 378 rows
p002218: 969 rows
p003218: 925 rows
p021342: 2622 rows
p021363: 1705 rows
p022013: 2321 rows
p022025: 3360 rows
p022033: 2164 rows
p022042: 3293 rows
p022053: 1994 rows
p022064: 2408 rows
p022068: 1804 rows
p022069: 2360 rows
p022077: 3252 rows
p022093: 2703 rows
p022095: 2999 rows
p022104: 3201 rows
p022108: 1271 rows
p022113: 2535 rows
p022115: 2543 rows
p022121: 2304 rows
p022124: 2610 rows
p022126: 2080 rows
p022355: 2772 rows
p023009: 3256 rows
p023011: 1190 rows
p023022: 634 rows
p023030: 5581 rows
p023043: 2673 rows
p023047: 3462 rows
p023060: 1071 rows
p023069: 1728 rows
p023072: 3143 rows
p023086: 2025 rows
p023093: 1996 rows
p023094: 1666 rows
p023100: 200 rows
p023101: 2539 rows
p023103: 2848 rows
p023104: 2397 rows
p023106: 3187 rows
p023111: 1876 rows
p023114: 1175 rows
p023117: 2087 rows
p023123: 1630 rows
p023129: 2713 rows
p100006: 40 rows
p100013: 4 rows
p100019: 5 rows
p100020: 21 rows
p100041: 35 rows
p100044: 45 rows
p100049: 28 rows
p100053: 60 rows
p100055: 35 rows
p100061: 25 rows
p100066: 43 rows
p100067: 42 rows
p100074: 15 rows
p100083: 48 rows
p100085: 38 rows
p100086: 5 rows
p100087: 16 rows
p100091: 18 rows
p100092: 50 rows
p100096: 17 rows
p100098: 29 rows
p100102: 34 rows
p100105: 28 rows
p100116: 19 rows
p100124: 37 rows
p100133: 79060 rows
p100190: 107 rows
p100194: 60 rows
p100196: 87 rows
p100197: 113 rows
p100202: 71 rows
p100203: 98 rows
p100205: 100 rows
p100206: 145 rows
p100207: 230 rows
p100208: 159 rows
p100211: 73 rows
p100212: 82 rows
p100213: 90 rows
p100214: 149 rows
p100218: 132 rows
p100219: 121 rows
p100222: 97 rows
p100224: 123 rows
p100227: 140 rows
p100231: 86 rows
p100232: 96 rows
p100233: 50 rows
p100235: 104 rows
p100236: 71 rows
p100238: 103 rows
p100239: 59 rows
p100240: 65 rows
p100242: 96 rows
p100244: 90 rows
p100247: 92 rows
p100250: 86 rows
p100254: 103 rows
p100255: 22 rows
p100258: 111 rows
p100267: 63 rows
p100271: 67 rows
p101088: 16 rows
p101095: 33 rows
p101106: 40 rows
p101125: 26 rows
p101197: 49 rows
p101199: 95 rows
p101201: 200 rows
p101202: 90 rows
p101207: 171 rows
p101208: 82 rows
p101209: 155 rows
p101210: 119 rows
p101212: 160 rows
p101213: 159 rows
p101216: 154 rows
p101220: 116 rows
p101223: 131 rows
p101224: 223 rows
p101226: 195 rows
p101227: 177 rows
p101231: 128 rows
p101232: 36 rows
p101237: 126 rows
p101241: 82 rows
p101242: 72 rows
p101246: 41 rows
p101249: 21 rows
p101250: 56 rows
p101254: 63 rows
p101255: 85 rows
p101256: 69 rows
p101258: 57 rows
p101260: 85 rows
p101261: 110 rows
p101263: 66 rows
p102200: 560 rows
p102205: 453 rows
p102206: 597 rows
p102207: 803 rows
p102212: 660 rows
p102213: 683 rows
p102214: 698 rows
p102220: 657 rows
p102221: 663 rows
p102222: 508 rows
p102229: 423 rows
p102230: 407 rows
p102232: 791 rows
p102233: 712 rows
p102236: 736 rows
p102238: 427 rows
p102239: 746 rows
p102240: 539 rows
p102241: 707 rows
p102242: 226 rows
p102244: 435 rows
p102245: 770 rows
p102257: 633 rows
p102260: 711 rows
p102267: 486 rows
p102268: 532 rows
p102269: 547 rows
p103029: 62 rows
p103083: 31 rows
p103100: 19 rows
p103190: 344 rows
p103202: 366 rows
p103207: 515 rows
p103210: 656 rows
p103211: 308 rows
p103213: 771 rows
p103224: 579 rows
p103226: 692 rows
p103227: 733 rows
p103229: 751 rows
p103231: 393 rows
p103232: 660 rows
p103233: 723 rows
p103237: 578 rows
p103238: 752 rows
p103241: 560 rows
p103243: 292 rows
p103245: 482 rows
p103246: 754 rows
p103249: 684 rows
p103250: 631 rows
p103254: 423 rows
p103255: 685 rows
p103256: 593 rows
p103257: 323 rows
p103260: 669 rows
p103261: 696 rows
p103264: 491 rows
p104217: 450 rows
p104218: 741 rows
p104220: 607 rows
p104223: 670 rows
p104228: 401 rows
p104229: 282 rows
p104230: 2926 rows
p104235: 3619 rows
p104236: 3776 rows
